text,label,Word Count,Sentence Count,tokens,text_length
कारयकरमको अगरिम शुभकामना समपूरण टिमलाई,Positive,5,1,"['कारयकरमको', 'अगरिम', 'शुभकामना', 'समपूरण', 'टिमलाई']",38
सात महिना पछि बलल आज रबि सर को आवाज सुनन पाइयो जय रबि जय नेपाल,Positive,15,1,"['सात', 'महिना', 'पछि', 'बलल', 'रबि', 'सर', 'आवाज', 'सुनन', 'पाइयो', 'जय', 'रबि', 'जय', 'नेपाल']",62
धेरै दिन पछी यो आवाज सुनन पाउँदा अति खुशी लागयो अब दुखी पीडित को पिडा को समाधान सहि तरिकाले हुनेछ आशावादी हौ हामी सबैअनि रबिजिको यो बुलनद आवाज सधैं सुनन पाउ,Positive,31,1,"['दिन', 'पछी', 'आवाज', 'सुनन', 'पाउँदा', 'अति', 'खुशी', 'दुखी', 'पीडित', 'पिडा', 'समाधान', 'सहि', 'तरिकाले', 'हुनेछ', 'आशावादी', 'हौ', 'सबैअनि', 'रबिजिको', 'बुलनद', 'आवाज', 'सुनन', 'पाउ']",156
255 दिन पछि सुनन पाईयाे रवि सर सलाम छ,Positive,9,1,"['255', 'दिन', 'पछि', 'सुनन', 'पाईयाे', 'रवि', 'सर', 'सलाम']",37
धेरै खुशी लागयोनयायपालिका नपुगेको ठाउ देखने टेलीभिजन,Positive,7,1,"['खुशी', 'लागयोनयायपालिका', 'नपुगेको', 'ठाउ', 'देखने', 'टेलीभिजन']",52
ओहो कारयकरम आएछ भरखर था पाए खुसी लागयो जय रबि,Positive,10,1,"['ओहो', 'कारयकरम', 'आएछ', 'भरखर', 'था', 'पाए', 'खुसी', 'जय', 'रबि']",45
धेरै खुशी लागयो कारयकरम मारफत रबि सर लाई देखन पाउँदा यो कारयकरमले सफलको शिखर चुमोस शुभकामना,Positive,16,1,"['खुशी', 'कारयकरम', 'मारफत', 'रबि', 'सर', 'देखन', 'पाउँदा', 'कारयकरमले', 'सफलको', 'शिखर', 'चुमोस', 'शुभकामना']",91
रबिशबदको अरथ सुरय न रोकिने छ न छेकेर छेकिने छ समपुरण टिम लाई सफलता को शुभकामना,Positive,16,1,"['रबिशबदको', 'अरथ', 'सुरय', 'रोकिने', 'छेकेर', 'छेकिने', 'समपुरण', 'टिम', 'सफलता', 'शुभकामना']",78
फेरि सुरु गरनु भएछ खुशी लागयो तपाईं लाई धेरै धेरै शुभकामना छ,Positive,12,1,"['सुरु', 'भएछ', 'खुशी', 'शुभकामना']",60
आहा यो आवाजमा कति दम छ सलाम छ रवि दाइ हजुरले यो देशका जनताको लागि हर पल लागिरहनुस साथ हामरो छ,Positive,21,1,"['आहा', 'आवाजमा', 'कति', 'दम', 'सलाम', 'रवि', 'दाइ', 'हजुरले', 'देशका', 'जनताको', 'हर', 'पल', 'लागिरहनुस', 'हामरो']",93
निकै उतकषठ कारयकरम फेरी पनि सवागत छ जनताको आवाजमा सदैव कलम चलाउन सकोस शुभकामना छ रवि जि,Positive,17,1,"['निकै', 'उतकषठ', 'कारयकरम', 'फेरी', 'सवागत', 'जनताको', 'आवाजमा', 'सदैव', 'कलम', 'चलाउन', 'सकोस', 'शुभकामना', 'रवि', 'जि']",87
मामबा तामाङग,Neutral,2,1,"['मामबा', 'तामाङग']",12
राबी सर लाई धेरै समय पछि देखन पाउँदा धेरै खुसी लागयो राबी सर को सबै टिम लाई बधाई छ,Positive,19,1,"['राबी', 'सर', 'पछि', 'देखन', 'पाउँदा', 'खुसी', 'राबी', 'सर', 'टिम', 'बधाई']",82
आवाज चरको हुदा झरकाे नमाननु हाेला साथीहरू ३ कराेड जनताको आवाज हाे रवि दाईकाे,Positive,14,1,"['आवाज', 'चरको', 'हुदा', 'झरकाे', 'नमाननु', 'हाेला', 'साथीहरू', '३', 'कराेड', 'जनताको', 'आवाज', 'हाे', 'रवि', 'दाईकाे']",76
रामरो मुददाहरूको उठान गरनुभएको छ सलाम छ रवि सर लगायत समपूरण गयालेकसी फोरके टेलिभिजन,Positive,14,1,"['रामरो', 'मुददाहरूको', 'उठान', 'गरनुभएको', 'सलाम', 'रवि', 'सर', 'लगायत', 'समपूरण', 'गयालेकसी', 'फोरके', 'टेलिभिजन']",83
मानहानी त उसको हुनछ जसको समाजमा मरयादा हुनछ यसता अनैतिक बयकतिहरुको मानहानी,Negative,12,1,"['मानहानी', 'समाजमा', 'मरयादा', 'यसता', 'अनैतिक', 'बयकतिहरुको', 'मानहानी']",74
अब पककै परदेशमा तडपिएर बसनु परेका हरेक नेपाली दाजुभाइदिदीबहिनीको पिडाको सुनुवाइ हुने छसलाम छ रबि सर,Positive,16,1,"['पककै', 'परदेशमा', 'तडपिएर', 'बसनु', 'परेका', 'हरेक', 'नेपाली', 'दाजुभाइदिदीबहिनीको', 'पिडाको', 'सुनुवाइ', 'हुने', 'छसलाम', 'रबि', 'सर']",99
जनताको हिरो जनताको कारयकरम लिएर पुनः सुरु गरनुभएको मा हारदिक बधाई तथा शुभकामना रबि सर,Positive,15,1,"['जनताको', 'हिरो', 'जनताको', 'कारयकरम', 'लिएर', 'पुनः', 'सुरु', 'गरनुभएको', 'हारदिक', 'बधाई', 'तथा', 'शुभकामना', 'रबि', 'सर']",85
बधाई तथा शुभकामना गयालेकसी फोर के टिमलाइम पनि तपाईंको शुभ चिनतक हु धनयवाद,Positive,13,1,"['बधाई', 'तथा', 'शुभकामना', 'गयालेकसी', 'फोर', 'टिमलाइम', 'तपाईंको', 'शुभ', 'चिनतक', 'हु', 'धनयवाद']",73
आज फेरि रबि सर को यो कारयकरम हेरन पाउँदा धेरै खुशी लागयोर तयो गरीब जनता हरु लाई साहुको पनजा बात अबसय उमकाउनु हुनेछ भनने आशा लागयो र मनतरी लाई पनि कारबाही हुनेछ भनने आशा लागयो,Positive,35,1,"['रबि', 'सर', 'कारयकरम', 'हेरन', 'पाउँदा', 'खुशी', 'लागयोर', 'तयो', 'गरीब', 'जनता', 'साहुको', 'पनजा', 'बात', 'अबसय', 'उमकाउनु', 'हुनेछ', 'आशा', 'मनतरी', 'कारबाही', 'हुनेछ', 'आशा']",174
आज बाट नयाय पाउने एउटा ढोका खुलेको छ सलाम छ रबि सर लाई,Positive,13,1,"['नयाय', 'पाउने', 'एउटा', 'ढोका', 'खुलेको', 'सलाम', 'रबि', 'सर']",54
धेरै रामरा मुददाहरुबाट कारिकरम सुरु भयको रहेछ सलाम छ,Positive,9,1,"['रामरा', 'मुददाहरुबाट', 'कारिकरम', 'सुरु', 'भयको', 'रहेछ', 'सलाम']",52
धेरैदिन पछिफेरी रबि सरको आवाजमा यो कारयकरम सुननपाउदा धेरै खुसिलागिरयछ,Positive,10,1,"['धेरैदिन', 'पछिफेरी', 'रबि', 'सरको', 'आवाजमा', 'कारयकरम', 'सुननपाउदा', 'खुसिलागिरयछ']",69
सधै एसतै दुखिपिदित लाई तपाईंको साथ मिलिरहोस,Positive,7,1,"['सधै', 'एसतै', 'दुखिपिदित', 'तपाईंको', 'मिलिरहोस']",43
अनि तपाइँको साथ मा हामिछौ,Positive,5,1,"['तपाइँको', 'हामिछौ']",25
पहिलाको कारयकरम सिधाकुरा बाट परभाबित भएर कहिले पनि नछुटयाइ सुनने गरथें आज फेरि कारयकरम सुचारू भएकोमा धेरै खुसी छु,Positive,19,1,"['पहिलाको', 'कारयकरम', 'सिधाकुरा', 'परभाबित', 'भएर', 'कहिले', 'नछुटयाइ', 'सुनने', 'गरथें', 'कारयकरम', 'सुचारू', 'भएकोमा', 'खुसी', 'छु']",113
हारदीक सुभ कामना tv 4k को सीधा कुरा लगायत समपूरण टिम लाई best of luck Ravi dai,Positive,17,1,"['हारदीक', 'सुभ', 'कामना', 'tv', '4k', 'लगायत', 'समपूरण', 'टिम', 'best', 'luck', 'Ravi', 'dai']",78
फेरि बरषौ पछि रवि सरको आवाज सुनेर जोश आयो खुन उमलियो रौं हरु खडा भयो अझै झन जोशिलो अनि आवाज अझै बुलनद भयको पाय,Positive,24,1,"['बरषौ', 'पछि', 'रवि', 'सरको', 'आवाज', 'सुनेर', 'जोश', 'आयो', 'खुन', 'उमलियो', 'रौं', 'खडा', 'अझै', 'झन', 'जोशिलो', 'आवाज', 'अझै', 'बुलनद', 'भयको', 'पाय']",110
बधाई तथा शुभकामना रबि दाइ,Positive,5,1,"['बधाई', 'तथा', 'शुभकामना', 'रबि', 'दाइ']",25
म पनि धेरै खुशि छु रबि सर लाई देखन पाउँदा र यो भाइ लाई छीटटो उतधार गरनु होला सर,Positive,19,1,"['खुशि', 'छु', 'रबि', 'सर', 'देखन', 'पाउँदा', 'भाइ', 'छीटटो', 'उतधार', 'सर']",79
सवागत छ गयालेकसी4k लाई नेपाली पतरकारिताको परतिमान सथापित गरोस शुभकामना छ,Positive,11,1,"['सवागत', 'गयालेकसी4k', 'नेपाली', 'पतरकारिताको', 'परतिमान', 'सथापित', 'गरोस', 'शुभकामना']",72
Congratulations रवि सर जनताको आवाज मातर होइन जनताको साहारा बनेर फेरी सुरु भएको छ यो कारयकरम लाखौ लाख दिन समम सफलताका साथ चलोस,Positive,23,1,"['Congratulations', 'रवि', 'सर', 'जनताको', 'आवाज', 'मातर', 'होइन', 'जनताको', 'साहारा', 'बनेर', 'फेरी', 'सुरु', 'कारयकरम', 'लाखौ', 'लाख', 'दिन', 'समम', 'सफलताका', 'चलोस']",125
7 मिनेटकाे दमदार परसतुतीका लागि सलाम छ रबि सर हारदिक बधाई तथा शुभकामना,Positive,13,1,"['7', 'मिनेटकाे', 'दमदार', 'परसतुतीका', 'सलाम', 'रबि', 'सर', 'हारदिक', 'बधाई', 'तथा', 'शुभकामना']",70
रवि दाईको बोली सुनने बिततिकै मनै जिरिङग हुने को को हुनुहुनछ,Positive,11,1,"['रवि', 'दाईको', 'बोली', 'सुनने', 'बिततिकै', 'मनै', 'जिरिङग', 'हुने', 'हुनुहुनछ']",59
धेरै धेरै बधाई को साथमा सफलताको शुभकामना galaxy 4K का समपुरण परिवारलाई,Positive,12,1,"['बधाई', 'सफलताको', 'शुभकामना', 'galaxy', '4K', 'समपुरण', 'परिवारलाई']",70
galaxy 4k समपुरण 200 टिम लाई सलुट गरन चाहाने साथिहरु हाजिर यता,Neutral,12,1,"['galaxy', '4k', 'समपुरण', '200', 'टिम', 'सलुट', 'गरन', 'चाहाने', 'साथिहरु', 'हाजिर', 'यता']",62
आजबाट म लगायत समपूरण नेपाली खुसी भएको दिन,Positive,8,1,"['आजबाट', 'लगायत', 'समपूरण', 'नेपाली', 'खुसी', 'दिन']",41
धेरै धेरै शुभकामना छ रबि तथा टिमलाई,Positive,7,1,"['शुभकामना', 'रबि', 'तथा', 'टिमलाई']",35
धेरै खुशी लागयो रबि दादा हजुर र हजुर को कारयकरम लाई देखन पाउँदा धेरै सुभकामना धेरै माथी पुगने छ यो गयालकसी 4k नेपाल कै पहिलो टेलि भिजन हुने छ धेरै उतसाहित छौँ,Positive,32,1,"['खुशी', 'रबि', 'दादा', 'हजुर', 'हजुर', 'कारयकरम', 'देखन', 'पाउँदा', 'सुभकामना', 'माथी', 'पुगने', 'गयालकसी', '4k', 'नेपाल', 'कै', 'पहिलो', 'टेलि', 'भिजन', 'हुने', 'उतसाहित', 'छौँ']",158
सफल कारयकरम को शुभकामना रबि सर,Positive,6,1,"['सफल', 'कारयकरम', 'शुभकामना', 'रबि', 'सर']",30
लामोसमयको परतीकषा पछी रबिदाइलाइ देखन पाउँदा र वाहाको आवाज सगै कारयकरम हेरन पाउँदा दशै आएको जततिकै खुसियाली छाएको छ यो कारयकरम युगयुग चलिरहोस शुभकामना,Positive,24,1,"['लामोसमयको', 'परतीकषा', 'पछी', 'रबिदाइलाइ', 'देखन', 'पाउँदा', 'वाहाको', 'आवाज', 'सगै', 'कारयकरम', 'हेरन', 'पाउँदा', 'दशै', 'आएको', 'जततिकै', 'खुसियाली', 'छाएको', 'कारयकरम', 'युगयुग', 'चलिरहोस', 'शुभकामना']",149
हारदिक बधाई एवं सफलताको शुभकामना रबि दाइ लगायत समपुरण Galaxy परिवार लाई,Positive,12,1,"['हारदिक', 'बधाई', 'एवं', 'सफलताको', 'शुभकामना', 'रबि', 'दाइ', 'लगायत', 'समपुरण', 'Galaxy', 'परिवार']",71
धेरै दनपछी अाउनुभाे रिब सर हजुरनै हामी नेपाली जनता हरू काे साहारा हुनुहुनछ सर हजुरलाई धेरै धेरै धनयवाद छ,Positive,19,1,"['दनपछी', 'अाउनुभाे', 'रिब', 'सर', 'हजुरनै', 'नेपाली', 'जनता', 'हरू', 'काे', 'साहारा', 'हुनुहुनछ', 'सर', 'हजुरलाई', 'धनयवाद']",104
रबि जि धैरै दिन पछि आउनु भयो धेरै रवुसिलागेको छ धेरै धेरै शुभकामना,Positive,13,1,"['रबि', 'जि', 'धैरै', 'दिन', 'पछि', 'आउनु', 'रवुसिलागेको', 'शुभकामना']",66
रवि दाई बिरसेएको छैन र छैनौँ यो बुलंद आवाजको परतिकषा थियो आज नसुतेर हेरदैछु,Neutral,14,1,"['रवि', 'दाई', 'बिरसेएको', 'छैनौँ', 'बुलंद', 'आवाजको', 'परतिकषा', 'थियो', 'नसुतेर', 'हेरदैछु']",75
सिधाकुरा with rabi lamichhane यो कारयकरम फेरि सुचारु भएकोमा यहाँ हरुलाइ हदय देखि नमन,Positive,14,1,"['सिधाकुरा', 'rabi', 'lamichhane', 'कारयकरम', 'सुचारु', 'भएकोमा', 'हरुलाइ', 'हदय', 'देखि', 'नमन']",84
आशा छ अब देश मा आमूल परिवरतन आउने छ नेपाली जनतामले सोचेजसतो जीवन हुनेछ galaxy 4k र रबि दाइलाई भुगोल शुभकामना,Positive,21,1,"['आशा', 'देश', 'आमूल', 'परिवरतन', 'आउने', 'नेपाली', 'जनतामले', 'सोचेजसतो', 'जीवन', 'हुनेछ', 'galaxy', '4k', 'रबि', 'दाइलाई', 'भुगोल', 'शुभकामना']",108
भगवानले सधैं साथ दिउन सबैलाई धेरै पछि सुनन मन लागेको कारयकरम अाजबाट सुनन पाइयो,Positive,14,1,"['भगवानले', 'दिउन', 'सबैलाई', 'पछि', 'सुनन', 'मन', 'लागेको', 'कारयकरम', 'अाजबाट', 'सुनन', 'पाइयो']",78
आहा रबि दाई धेरै दिनमा हाजुरको कारयकरम हेरन पाईयो खुशि लागयो बधाई छ हजुरहरुको टिमलाई सफलताको कामना,Positive,17,1,"['आहा', 'रबि', 'दाई', 'दिनमा', 'हाजुरको', 'कारयकरम', 'हेरन', 'पाईयो', 'खुशि', 'बधाई', 'हजुरहरुको', 'टिमलाई', 'सफलताको', 'कामना']",98
सतयको बाटो कहिलयै नछोडनु बिरोध गरनेहरु सधै लागि नै रहनेछन कहिलेकाही बाटो अलमलिदा हामिलाई पनि दुख लागछ galaxy 4K को सफलताको शुभकामना तथा बधाई छ,Positive,25,1,"['सतयको', 'बाटो', 'कहिलयै', 'नछोडनु', 'बिरोध', 'गरनेहरु', 'सधै', 'रहनेछन', 'कहिलेकाही', 'बाटो', 'अलमलिदा', 'हामिलाई', 'दुख', 'लागछ', 'galaxy', '4K', 'सफलताको', 'शुभकामना', 'तथा', 'बधाई']",142
सिधा कुरा रबि लामिछाने शुभकामना छ,Positive,6,1,"['सिधा', 'रबि', 'लामिछाने', 'शुभकामना']",33
कारयकरमको सफलताको शुभकामना,Positive,3,1,"['कारयकरमको', 'सफलताको', 'शुभकामना']",26
म साउदी बाट आजबाट हामी बिदेसियकाहरुका लागि पनि धेरै दिनकाे पररखाई पछी साहस आयकाे महसुस भयाे हजुर सिधाकरा सबै टिमलाई बधाई छ,Positive,22,1,"['साउदी', 'आजबाट', 'बिदेसियकाहरुका', 'दिनकाे', 'पररखाई', 'पछी', 'साहस', 'आयकाे', 'महसुस', 'भयाे', 'हजुर', 'सिधाकरा', 'टिमलाई', 'बधाई']",122
बधाई छ समपूरण गयालेकसी 4k को टिमलाई धेरै पछि हजुरको कारयकरम हेरन पाइयो अब निरनतर हेरन पाइयोस,Positive,17,1,"['बधाई', 'समपूरण', 'गयालेकसी', '4k', 'टिमलाई', 'पछि', 'हजुरको', 'कारयकरम', 'हेरन', 'पाइयो', 'निरनतर', 'हेरन', 'पाइयोस']",92
बधाई तथा शुभकामना दाजु हजुर र समसत टिमलाई,Positive,8,1,"['बधाई', 'तथा', 'शुभकामना', 'दाजु', 'हजुर', 'समसत', 'टिमलाई']",41
धेरै खुशी लागयो रबि दाजु कहिले आउँछ भनेर परतिकषामा थियौ,Positive,10,1,"['खुशी', 'रबि', 'दाजु', 'कहिले', 'आउँछ', 'भनेर', 'परतिकषामा', 'थियौ']",55
ढिलो आयो कडा आयो करोडौं दुखि पीडित का ढुकधुकि रबि सर को आवाज फेरि सुननु पाइयो खुशि लागयो,Positive,18,1,"['ढिलो', 'आयो', 'कडा', 'आयो', 'करोडौं', 'दुखि', 'पीडित', 'ढुकधुकि', 'रबि', 'सर', 'आवाज', 'सुननु', 'पाइयो', 'खुशि']",88
रबि सर को कारयकरम हेरन हतार थियो आज हेरन सुनन पाइयो खुसी लागयो सफलता को शुभकामना,Positive,16,1,"['रबि', 'सर', 'कारयकरम', 'हेरन', 'हतार', 'थियो', 'हेरन', 'सुनन', 'पाइयो', 'खुसी', 'सफलता', 'शुभकामना']",80
रबि जि तपाइको जनपय अनि देशभकती पुरन पतरकारिताको यातरा सफल अनि सबल बनोस अनगिनती शुभकामना,Positive,15,1,"['रबि', 'जि', 'तपाइको', 'जनपय', 'देशभकती', 'पुरन', 'पतरकारिताको', 'यातरा', 'सफल', 'सबल', 'बनोस', 'अनगिनती', 'शुभकामना']",87
Welcome back Rabi Sir instead of सीधाकुरा with Rabi it is our lovely Nepali news so that सीधाकुरा रबीसग भनदा कसोहोला सबैले बुजन सजीलो हुनेथियो की मेरो बयकतिगत धारणा गलति भयमाफ पऊ,Neutral,32,1,"['Welcome', 'back', 'Rabi', 'Sir', 'instead', 'सीधाकुरा', 'Rabi', 'lovely', 'Nepali', 'news', 'सीधाकुरा', 'रबीसग', 'भनदा', 'कसोहोला', 'सबैले', 'बुजन', 'हुनेथियो', 'की', 'मेरो', 'बयकतिगत', 'धारणा', 'गलति', 'भयमाफ', 'पऊ']",178
सिधा कुरा हेरने तयो पनि रवि दाइको आफनो आवाज मा खुशी ले यो मन परफुलल भयो,Positive,16,1,"['सिधा', 'हेरने', 'तयो', 'रवि', 'दाइको', 'आफनो', 'आवाज', 'खुशी', 'मन', 'परफुलल']",71
कारयकरमको अगरिम शुभकामना समपूरण टिमलाई,Positive,5,1,"['कारयकरमको', 'अगरिम', 'शुभकामना', 'समपूरण', 'टिमलाई']",38
Good रवि सर लगायत समपूरण टीम लाई,Neutral,7,1,"['Good', 'रवि', 'सर', 'लगायत', 'समपूरण', 'टीम']",32
Happy दसरा काे शुभ कामना गरदछु,Positive,6,1,"['Happy', 'दसरा', 'काे', 'शुभ', 'कामना', 'गरदछु']",30
जय नेपाल जय रबि सर सिदाकुरा कुरा जनता सङग कारयकरम संचालित भएको मा हामी खुशी छौ,Positive,16,1,"['जय', 'नेपाल', 'जय', 'रबि', 'सर', 'सिदाकुरा', 'जनता', 'सङग', 'कारयकरम', 'संचालित', 'खुशी', 'छौ']",78
एसतो पापिहरुको जरा उखेलनु फेरि रबि सर आउनु भयो समपुरण टिमलाई शुभकामना कोटि कोटि नमन रबि सर,Positive,17,1,"['एसतो', 'पापिहरुको', 'जरा', 'उखेलनु', 'रबि', 'सर', 'आउनु', 'समपुरण', 'टिमलाई', 'शुभकामना', 'कोटि', 'कोटि', 'नमन', 'रबि', 'सर']",90
Aawaz Tv नेपालीमानछे,Neutral,3,1,"['Aawaz', 'Tv', 'नेपालीमानछे']",20
साहरै खुशी लागयो यसतो पो मन बयवसथापन यसतो पो होस रवि जि ओहोर शुभकामना अनि आशीरवाद,Positive,16,1,"['साहरै', 'खुशी', 'यसतो', 'पो', 'मन', 'बयवसथापन', 'यसतो', 'पो', 'होस', 'रवि', 'जि', 'ओहोर', 'शुभकामना', 'आशीरवाद']",81
255 दिनको लामो समय पछी यो दमदार बुलनद आवाज सुनन पाउदा निकै मनमा खुसी छ किनकि मलाई थाहा रबि लामिछाने यो देशको करणाधार हुन तयसैले सधै साथ सपोरट मेरो छ,Positive,30,1,"['255', 'दिनको', 'लामो', 'पछी', 'दमदार', 'बुलनद', 'आवाज', 'सुनन', 'पाउदा', 'निकै', 'मनमा', 'खुसी', 'किनकि', 'मलाई', 'थाहा', 'रबि', 'लामिछाने', 'देशको', 'करणाधार', 'तयसैले', 'सधै', 'सपोरट', 'मेरो']",148
लामो परतीकषा पछात फेरि हजुर को सहभागिता मा यो सिधा कुरा हरन पाउँदा धैरै खुशी लागयो र यस कारयकरम को सफलता र निरनतरताको कामना गरदछौ,Positive,25,1,"['लामो', 'परतीकषा', 'पछात', 'हजुर', 'सहभागिता', 'सिधा', 'हरन', 'पाउँदा', 'धैरै', 'खुशी', 'कारयकरम', 'सफलता', 'निरनतरताको', 'कामना', 'गरदछौ']",129
देशमा गौरब गरने लाएक पतरकार जयु,Positive,6,1,"['देशमा', 'गौरब', 'लाएक', 'पतरकार', 'जयु']",31
अाज बाट मन खुसियाली भयो,Positive,5,1,"['अाज', 'मन', 'खुसियाली']",23
धेरै समय पछि हजुर लाई यसरी देखन पाउँदा आँखा नै रसायो मेरो त रवि दाई,Positive,15,1,"['पछि', 'हजुर', 'देखन', 'पाउँदा', 'आँखा', 'रसायो', 'मेरो', 'रवि', 'दाई']",67
हारदिक बधाई सफलताको शुभकामना रबि सर र सबै संचालकजयुहरु,Positive,9,1,"['हारदिक', 'बधाई', 'सफलताको', 'शुभकामना', 'रबि', 'सर', 'संचालकजयुहरु']",54
बधाई छ साथै सफलताकाे शुभकामना Galaxy 4k tv परिवारलाई,Positive,9,1,"['बधाई', 'सफलताकाे', 'शुभकामना', 'Galaxy', '4k', 'tv', 'परिवारलाई']",52
उहीँ उतसाह अनि उहीँ जोशका साथ आज पहिलो एपिसोड,Positive,9,1,"['उहीँ', 'उतसाह', 'उहीँ', 'जोशका', 'पहिलो', 'एपिसोड']",45
जनताको सान र मन हो रवि सर तपाईगरीब र विभिनन पीडितहरुको बोली बोलने तपाईं,Positive,14,1,"['जनताको', 'सान', 'मन', 'रवि', 'सर', 'तपाईगरीब', 'विभिनन', 'पीडितहरुको', 'बोली', 'बोलने']",71
फेरि पनि आज हिरदय देखि कारय सफलताको लाखौं लाख शुभ कामना छ समपूरण टिमलाई,Positive,14,1,"['हिरदय', 'देखि', 'कारय', 'सफलताको', 'लाखौं', 'लाख', 'शुभ', 'कामना', 'समपूरण', 'टिमलाई']",71
तपाई लाई देखन पाउदा धेरै खुशी लागेको छ यसैगरी तपाई लाई सधै रामरो काम गरेको देखन पाइयोस शुभकामना,Positive,18,1,"['देखन', 'पाउदा', 'खुशी', 'लागेको', 'यसैगरी', 'सधै', 'रामरो', 'काम', 'गरेको', 'देखन', 'पाइयोस', 'शुभकामना']",95
रबि सर हजुर को कारयकरम हेरन सुनन नपाउदा साहै दुखी थिए,Negative,11,1,"['रबि', 'सर', 'हजुर', 'कारयकरम', 'हेरन', 'सुनन', 'नपाउदा', 'साहै', 'दुखी', 'थिए']",53
धेरै समयको परतीकषापछि देखन पाइयो सिधाकुरा जनतासङग कारयकरमले आउदा दिनमा अझ देशको परिसथिति नै बदलन सकोस मेरो शुभकामना छ रबिसर,Positive,20,1,"['समयको', 'परतीकषापछि', 'देखन', 'पाइयो', 'सिधाकुरा', 'जनतासङग', 'कारयकरमले', 'आउदा', 'दिनमा', 'अझ', 'देशको', 'परिसथिति', 'बदलन', 'सकोस', 'मेरो', 'शुभकामना', 'रबिसर']",123
पूरा टिमहरुमा शुभकामना र सफलताकाे कामना छ,Positive,7,1,"['पूरा', 'टिमहरुमा', 'शुभकामना', 'सफलताकाे', 'कामना']",41
रबि सर जय सिंह धामीको लागि नयायको आवाज उठाउनु हुनछ भनने आशा छ,Neutral,13,1,"['रबि', 'सर', 'जय', 'सिंह', 'धामीको', 'नयायको', 'आवाज', 'उठाउनु', 'आशा']",61
आहा धेरै दिन पछी हजुर को आवाज सुनन पाइयो खुसी लागयो परदेश मा भय पनि हजुर लाई साथ र सपोट दिनेछौ हजुर को जय होस जय नेपाल जय रबि,Positive,29,1,"['आहा', 'दिन', 'पछी', 'हजुर', 'आवाज', 'सुनन', 'पाइयो', 'खुसी', 'परदेश', 'भय', 'हजुर', 'सपोट', 'दिनेछौ', 'हजुर', 'जय', 'होस', 'जय', 'नेपाल', 'जय', 'रबि']",125
नेपाली को आशा भरोसा सहारा बनन सफल अति नै लोकपरिय कारयकरम को नाम हो सिधाकुरा जनता सङग अब Galaxy 4k टिभी चयानल मा पनि सिधाकुरा with Rabi lamichhane कारयकरम लाई हारदिक बधाइ शुभकामना समपुरण युनिट लाइ,Positive,36,1,"['नेपाली', 'आशा', 'भरोसा', 'सहारा', 'बनन', 'सफल', 'अति', 'लोकपरिय', 'कारयकरम', 'नाम', 'सिधाकुरा', 'जनता', 'सङग', 'Galaxy', '4k', 'टिभी', 'चयानल', 'सिधाकुरा', 'Rabi', 'lamichhane', 'कारयकरम', 'हारदिक', 'बधाइ', 'शुभकामना', 'समपुरण', 'युनिट', 'लाइ']",195
पहिलो एपिसोड हारदिक बधाई सफलताको सुभ कामना छ रबि सर,Positive,10,1,"['पहिलो', 'एपिसोड', 'हारदिक', 'बधाई', 'सफलताको', 'सुभ', 'कामना', 'रबि', 'सर']",51
हामरो गुनासो सुनुवाई हुने कारयकरम फेरी आयो खुसी लागयो,Positive,9,1,"['हामरो', 'गुनासो', 'सुनुवाई', 'हुने', 'कारयकरम', 'फेरी', 'आयो', 'खुसी']",53
फेरि यक पटक नेपालिहरुमा जोश जागर हरष छायको छ,Positive,9,1,"['यक', 'पटक', 'नेपालिहरुमा', 'जोश', 'जागर', 'हरष', 'छायको']",44
रामरो रुख जनताको लागि रामरो कुरा गरने रामरो काम गरने लाई धेरै दिन बाचन दिदैनन,Negative,15,1,"['रामरो', 'रुख', 'जनताको', 'रामरो', 'रामरो', 'काम', 'दिन', 'बाचन', 'दिदैनन']",77
नमसकार रबि सर ८ महिना पछी आज फेरि आफनै टेलिभिजनमा देखन पाउँदा धेरै खुशी लागेको छ धेरै धेरै बधाई तथा शुभकामना रबि सर,Positive,23,1,"['नमसकार', 'रबि', 'सर', '८', 'महिना', 'पछी', 'आफनै', 'टेलिभिजनमा', 'देखन', 'पाउँदा', 'खुशी', 'लागेको', 'बधाई', 'तथा', 'शुभकामना', 'रबि', 'सर']",115
नेपाल र नेपाली को आवाज बनन सकोस Glaxy 4K Television धेरै धेरै शुभकामना आज देखि बलल समाचार सुनने हेरने मन लागने भयो,Positive,22,1,"['नेपाल', 'नेपाली', 'आवाज', 'बनन', 'सकोस', 'Glaxy', '4K', 'Television', 'शुभकामना', 'देखि', 'बलल', 'समाचार', 'सुनने', 'हेरने', 'मन', 'लागने']",114
रबि भाई तपईले कहिललै गलत गरनुहुनछ भनने लागदैन तपाईमाथि पुरा बिसवास छ,Positive,12,1,"['रबि', 'भाई', 'तपईले', 'कहिललै', 'गलत', 'गरनुहुनछ', 'लागदैन', 'तपाईमाथि', 'पुरा', 'बिसवास']",68
पुनः सुरु भयो सिधाकुरा थप जोस जागर को साथमा नयाँ एपिसोड,Positive,11,1,"['पुनः', 'सुरु', 'सिधाकुरा', 'जोस', 'जागर', 'एपिसोड']",55
नेपाली जनताको भरोसा को केनदर जय रबि,Positive,7,1,"['नेपाली', 'जनताको', 'भरोसा', 'केनदर', 'जय', 'रबि']",35
जहाँ परकाश पुगदैन तया कवि पूगछ,Neutral,6,1,"['परकाश', 'पुगदैन', 'तया', 'कवि', 'पूगछ']",30
